V1 shortname gene ID
AAK1,chr2,-,69757139,69766553,69757139,69759294,69769654,69769797 AAK1 A3SS 6 AAK1 rMATS_1
TM9SF2,chr13,+,100191699,100191811,100184865,100190117,100192967,100193047 TM9SF2 SE 8 TM9SF2 rMATS_14958
TM9SF2,chr13,+,100212336,100213697,100211616,100211788,100214944,100215696 TM9SF2 SE U1 TM9SF2 rMATS_14959
TM9SF3,chr10,-,98292807,98299266,98277866,98290365,98303832,98303963 TM9SF3 SE 10 TM9SF3 rMATS_14960
TM9SF3,chr10,-,98319415,98320460,98319415,98319493,98320172,98320460 TM9SF3 RI 5-U TM9SF3 rMATS_14961
TM9SF3,chr10,-,98319841,98320460,98319415,98319493,98321734,98321895 TM9SF3 SE U1 TM9SF3 rMATS_14962
TM9SF3,chr10,-,98320172,98320460,98319415,98319493,98321734,98321895 TM9SF3 SE U2 TM9SF3 rMATS_14963
TM9SF3,chr10,-,98320172,98320487,98319415,98319493,98321734,98321895 TM9SF3 SE U3 TM9SF3 rMATS_14964
TM9SF3,chr10,-,98320172,98320985,98319415,98319493,98321734,98321895 TM9SF3 SE U4 TM9SF3 rMATS_14965
TM9SF3,chr10,-,98321734,98336586,98321734,98325183,98336512,98336586 TM9SF3 RI 4-2 TM9SF3 rMATS_14966
TM9SF4,chr20,+,30717426,30719727,30697523,30697558,30720815,30720929 TM9SF4 SE U1 TM9SF4 rMATS_14967
TM9SF4,chr20,+,30719637,30719727,30697323,30697558,30720815,30720929 TM9SF4 SE U2 TM9SF4 rMATS_14968
TM9SF4,chr20,+,30724679,30724800,30723876,30723976,30729299,30729468 TM9SF4 SE 4 TM9SF4 rMATS_14969
TM9SF4,chr20,+,30730784,30730908,30730784,30730880,30732893,30733012 TM9SF4 A5SS 7 TM9SF4 rMATS_14970
TMBIM6,chr12,+,50135734,50137348,50135303,50135394,50146246,50146864 TMBIM6 SE 2b TMBIM6 rMATS_14971
TMBIM6,chr12,+,50135739,50137348,50135292,50135394,50146246,50146332 TMBIM6 SE 2a TMBIM6 rMATS_14972
TMBIM6,chr12,+,50136220,50137348,50135292,50135394,50146246,50146332 TMBIM6 SE 2 TMBIM6 rMATS_14973
TMBIM6,chr12,+,50137199,50137348,50135292,50135394,50146246,50146332 TMBIM6 SE U1 TMBIM6 rMATS_14974
TMBIM6,chr12,+,50137202,50137348,50135292,50135394,50146246,50146332 TMBIM6 SE U2 TMBIM6 rMATS_14975
TMC6,chr17,-,76113349,76113428,76109622,76109705,76118685,76118830 TMC6 SE 19 TMC6 rMATS_14976
TMC6,chr17,-,76116733,76116913,76115051,76115473,76117093,76117186 TMC6 SE 14 TMC6 rMATS_14977
TMCC2,chr1,+,205240923,205242471,205240940,205242471,205240247,205240383 TMCC2 A3SS U1 TMCC2 rMATS_14978
TMCO1,chr1,-,165696234,165697358,165696234,165696338,165697303,165697358 TMCO1 RI 7-7 TMCO1 rMATS_14979
TMCO3,chr13,+,114152656,114152997,114152656,114152836,114154272,114154464 TMCO3 A5SS 3 TMCO3 rMATS_14980
TMCO3,chr13,+,114152656,114154464,114152656,114152836,114154272,114154464 TMCO3 RI 3-4 TMCO3 rMATS_14981
TMCO3,chr13,+,114157810,114157903,114152656,114156195,114164552,114164739 TMCO3 SE 6 TMCO3 rMATS_14982
TMCO3,chr13,+,114157810,114157903,114152656,114156195,114174930,114175048 TMCO3 SE 6_v1 TMCO3 rMATS_14983
TMED5,chr1,-,93622440,93622496,93615298,93622040,93625685,93625783 TMED5 SE U1 TMED5 rMATS_14984
TMED5,chr1,-,93622440,93624442,93621195,93622040,93625685,93625783 TMED5 SE 3 TMED5 rMATS_14985
TMED5,chr1,-,93624323,93624442,93611246,93622040,93625685,93625783 TMED5 SE 3a TMED5 rMATS_14986
TMED5,chr1,-,93624323,93624442,93615298,93622496,93625685,93625783 TMED5 SE 3b_v1 TMED5 rMATS_14987
TMED5,chr1,-,93624371,93624442,93611345,93622040,93625685,93625783 TMED5 SE 3c TMED5 rMATS_14988
TMED5,chr1,-,93624371,93624442,93612386,93622496,93625685,93625783 TMED5 SE 3d_v1 TMED5 rMATS_14989
TMED7-TICAM2.TMED7,chr5,-,114948904,114954388,114948904,114952142,114956131,114956377 TICAM2,TMED7,TMED7-TICAM2 A3SS 3 TICAM2,TMED7,TMED7-TICAM2 rMATS_14990
TMED7-TICAM2.TMED7,chr5,-,114952014,114956377,114952014,114952142,114956131,114956377 TICAM2,TMED7,TMED7-TICAM2 RI 3-2 TICAM2,TMED7,TMED7-TICAM2 rMATS_14991
TMEM106B,chr7,+,12270687,12270741,12270014,12270064,12271462,12271666 TMEM106B SE 9 TMEM106B rMATS_14992
TMEM106C,chr12,+,48360990,48361044,48357991,48358206,48361915,48362453 TMEM106C SE 7 TMEM106C rMATS_14993
TMEM126B,chr11,+,85342188,85342360,85338908,85339732,85342730,85342852 TMEM126B SE 3 TMEM126B rMATS_14994
TMEM126B,chr11,+,85342188,85342360,85338908,85339732,85345129,85345323 TMEM126B SE 3_v1 TMEM126B rMATS_14995
TMEM127,chr2,-,96930875,96931227,96920570,96920735,96931606,96931751 TMEM127 SE 2a TMEM127 rMATS_14996
TMEM127,chr2,-,96930875,96931250,96920570,96920735,96931606,96931690 TMEM127 SE 2b TMEM127 rMATS_14997
TMEM127,chr2,-,96930875,96931356,96920570,96920735,96931606,96931719 TMEM127 SE 2 TMEM127 rMATS_14998
TMEM131,chr2,-,98408848,98409447,98388759,98388887,98409857,98410016 TMEM131 SE 31 TMEM131 rMATS_14999
TMEM131,chr2,-,98412680,98412867,98392305,98410016,98413306,98413449 TMEM131 SE 28 TMEM131 rMATS_15000
TMEM131,chr2,-,98413827,98416113,98413306,98413449,98418357,98418424 TMEM131 SE 26 TMEM131 rMATS_15001
TMEM131,chr2,-,98460607,98460724,98458277,98458400,98475766,98475890 TMEM131 SE 6 TMEM131 rMATS_15002
TMEM131,chr2,-,98528083,98528134,98525120,98525161,98543888,98543950 TMEM131 SE U1 TMEM131 rMATS_15003
TMEM141,chr9,+,139686077,139686229,139685608,139685876,139686398,139686482 TMEM141 SE 2 TMEM141 rMATS_15004
TMEM141,chr9,+,139686081,139686229,139685813,139685876,139686398,139686482 TMEM141 SE 2a TMEM141 rMATS_15005
TMEM14C,chr6,+,10724788,10724866,10723147,10723474,10725193,10725270 TMEM14C SE 2 TMEM14C rMATS_15006
TMEM154,chr4,-,153562079,153564325,153562079,153564197,153565566,153565594 TMEM154 A3SS 6 TMEM154 rMATS_15007
TMEM154,chr4,-,153565566,153565674,153564239,153564325,153573689,153573728 TMEM154 SE 5 TMEM154 rMATS_15008
TMEM154,chr4,-,153565566,153568144,153564239,153564325,153573689,153573728 TMEM154 SE 4,5a TMEM154 rMATS_15009
TMEM154,chr4,-,153565566,153568479,153564239,153564325,153573689,153573728 TMEM154 SE 4,5 TMEM154 rMATS_15010
TMEM161B,chr5,-,87521585,87521683,87516379,87516536,87524261,87524345 TMEM161B SE 5 TMEM161B rMATS_15011
TMEM161B,chr5,-,87531850,87536733,87536629,87536733,87524261,87524345 TMEM161B A5SS U1 TMEM161B rMATS_15012
TMEM167A,chr5,-,82360826,82361922,82357695,82357730,82373139,82373272 TMEM167A SE 2 TMEM167A rMATS_15013
TMEM167B,chr1,+,109635511,109635643,109633402,109633504,109637038,109639554 TMEM167B SE 2 TMEM167B rMATS_15014
TMEM18,chr2,-,672807,672862,669203,669850,677288,677439 TMEM18 SE 3 TMEM18 rMATS_15015
TMEM183A,chr1,+,202976868,202976991,202976567,202976702,202977770,202977938 TMEM183A SE 2 TMEM183A rMATS_15016
TMEM183A,chr1,+,202976901,202976991,202976533,202976702,202977770,202977938 TMEM183A SE 2a TMEM183A rMATS_15017
TMEM183A,chr1,+,202984016,202985268,202984016,202984357,202985087,202985268 TMEM183A RI 4-5 TMEM183A rMATS_15018
TMEM183A,chr1,+,202984019,202984357,202976901,202977938,202985087,202985268 TMEM183A SE 4 TMEM183A rMATS_15019
TMEM183A,chr1,+,202986883,202987047,202984016,202985268,202987608,202987689 TMEM183A SE 6a TMEM183A rMATS_15020
TMEM183A,chr1,+,202986883,202987047,202984016,202985268,202987628,202987689 TMEM183A SE 6_v1 TMEM183A rMATS_15021
TMEM183A,chr1,+,202986883,202987689,202986883,202987047,202987628,202987689 TMEM183A RI 6-7 TMEM183A rMATS_15022
TMEM183A,chr1,+,202986886,202987047,202976773,202985268,202987608,202987689 TMEM183A SE 6 TMEM183A rMATS_15023
TMEM183A,chr1,+,202989920,202990076,202989920,202990019,202991982,202992668 TMEM183A A5SS 8 TMEM183A rMATS_15024
TMEM184C,chr4,+,148554053,148554153,148550749,148552656,148554915,148555087 TMEM184C SE 8 TMEM184C rMATS_15025
TMEM189-UBE2V1.TMEM189,chr20,-,48744450,48744724,48740273,48741716,48746082,48746227 TMEM189,TMEM189-UBE2V1,UBE2V1 SE 7,2 TMEM189,TMEM189-UBE2V1,UBE2V1 rMATS_15026
TMEM189-UBE2V1.TMEM189,chr20,-,48747392,48747478,48746082,48746227,48760038,48760158 TMEM189,TMEM189-UBE2V1 SE 5a TMEM189,TMEM189-UBE2V1 rMATS_15027
TMEM189-UBE2V1.TMEM189,chr20,-,48747392,48747484,48746082,48746227,48760038,48760115 TMEM189,TMEM189-UBE2V1 SE 5b TMEM189,TMEM189-UBE2V1 rMATS_15028
TMEM189-UBE2V1.TMEM189,chr20,-,48747392,48747516,48746082,48746227,48760038,48760277 TMEM189,TMEM189-UBE2V1 SE 5 TMEM189,TMEM189-UBE2V1 rMATS_15029
TMEM189-UBE2V1.UBE2V1,chr20,-,48700665,48705315,48699151,48699451,48713208,48713357 TMEM189,TMEM189-UBE2V1,UBE2V1 SE 13,14,7,8 TMEM189,TMEM189-UBE2V1,UBE2V1 rMATS_15030
TMEM189-UBE2V1.UBE2V1,chr20,-,48713208,48713348,48700665,48700791,48729643,48729735 TMEM189,TMEM189-UBE2V1,UBE2V1 SE 11,5 TMEM189,TMEM189-UBE2V1,UBE2V1 rMATS_15031
TMEM2,chr9,-,74349721,74349895,74347266,74347436,74354978,74355148 TMEM2 SE 6 TMEM2 rMATS_15032
TMEM2,chr9,-,74349721,74349910,74344963,74347436,74354978,74355148 TMEM2 SE 6a TMEM2 rMATS_15033
TMEM2,chr9,-,74359933,74360495,74354978,74355148,74364958,74365301 TMEM2 SE 4a TMEM2 rMATS_15034
TMEM2,chr9,-,74359933,74360539,74349721,74355148,74364958,74365301 TMEM2 SE 4 TMEM2 rMATS_15035
TMEM209,chr7,-,129818241,129818367,129815351,129815449,129821462,129821559 TMEM209 SE 11 TMEM209 rMATS_15036
TMEM219,chr16,+,29982728,29982899,29979345,29979575,29984270,29984373 TMEM219 SE 5 TMEM219 rMATS_15037
TMEM219,chr16,+,29983362,29983461,29982728,29982899,29984270,29984392 TMEM219 SE 6 TMEM219 rMATS_15038
TMEM230,chr20,-,5086833,5086868,5080483,5081577,5089977,5090091 C20orf30 SE 4 C20orf30 rMATS_15039
TMEM230,chr20,-,5086833,5086956,5086833,5086868,5089977,5090091 C20orf30 A3SS 4 C20orf30 rMATS_15040
TMEM245,chr9,-,111853190,111853435,111843118,111849622,111855754,111855871 C9orf5 SE 5a C9orf5 rMATS_15041
TMEM245,chr9,-,111853201,111853273,111848311,111849622,111855754,111855871 C9orf5 SE 5 C9orf5 rMATS_15042
TMEM245,chr9,-,111853201,111853432,111841119,111849622,111855754,111855871 C9orf5 SE 5b C9orf5 rMATS_15043
TMEM245,chr9,-,111853201,111853435,111843118,111849622,111855754,111855871 C9orf5 SE 5c C9orf5 rMATS_15044
TMEM245,chr9,-,111853201,111853435,111853201,111853432,111855754,111855871 C9orf5 A3SS 5 C9orf5 rMATS_15045
TMEM248,chr7,+,66418212,66418356,66414819,66416122,66420488,66420940 C7orf42 SE 7 C7orf42 rMATS_15046
TMEM259,chr19,-,1011094,1011662,1011094,1011611,1011739,1011797 C19orf6 A3SS 8 C19orf6 rMATS_15047
TMEM30A,chr6,-,75962637,75969206,75962637,75969140,75970539,75970627 TMEM30A A3SS 6c TMEM30A rMATS_15048
TMEM30A,chr6,-,75962637,75969206,75962637,75969144,75970539,75970627 TMEM30A A3SS 6b TMEM30A rMATS_15049
TMEM30A,chr6,-,75962637,75970627,75962637,75969140,75970539,75970627 TMEM30A RI 8-5a TMEM30A rMATS_15050
TMEM30A,chr6,-,75962637,75970627,75962637,75969144,75970539,75970627 TMEM30A RI 8-5 TMEM30A rMATS_15051
TMEM30A,chr6,-,75969062,75969197,75969062,75969140,75970539,75970627 TMEM30A A3SS 6a TMEM30A rMATS_15052
TMEM30A,chr6,-,75969062,75969197,75969062,75969144,75970539,75970627 TMEM30A A3SS 6 TMEM30A rMATS_15053
TMEM30A,chr6,-,75974946,75977464,75974946,75975054,75977356,75977464 TMEM30A RI 4-3 TMEM30A rMATS_15054
TMEM30A,chr6,-,75976225,75977464,75977356,75977464,75974946,75975054 TMEM30A A5SS U1 TMEM30A rMATS_15055
TMEM33,chr4,+,41941212,41941400,41937136,41940713,41945763,41945831 TMEM33 SE 3c TMEM33 rMATS_15056
TMEM33,chr4,+,41941212,41941539,41937483,41940713,41945763,41945831 TMEM33 SE 3b TMEM33 rMATS_15057
TMEM33,chr4,+,41941212,41941845,41937136,41940713,41945763,41945831 TMEM33 SE 3a TMEM33 rMATS_15058
TMEM33,chr4,+,41941212,41942956,41940618,41940713,41945763,41946383 TMEM33 SE 3 TMEM33 rMATS_15059
TMEM33,chr4,+,41951318,41958121,41951318,41951402,41956086,41958121 TMEM33 RI 6-7 TMEM33 rMATS_15060
TMEM38B,chr9,+,108469127,108484002,108467877,108468034,108484814,108484902 TMEM38B SE 4 TMEM38B rMATS_15061
TMEM38B,chr9,+,108476646,108484002,108467877,108468034,108484814,108484902 TMEM38B SE 4a TMEM38B rMATS_15062
TMEM38B,chr9,+,108483817,108484002,108467877,108468034,108484814,108484902 TMEM38B SE 4b TMEM38B rMATS_15063
TMEM38B,chr9,+,108484814,108484902,108467877,108468034,108510353,108510471 TMEM38B SE 5 TMEM38B rMATS_15064
TMEM39A,chr3,-,119156434,119156496,119155447,119155825,119156601,119156950 TMEM39A SE U1 TMEM39A rMATS_15065
TMEM39A,chr3,-,119176864,119177031,119171293,119171377,119180808,119180995 TMEM39A SE 3d TMEM39A rMATS_15066
TMEM39A,chr3,-,119176864,119177087,119165864,119171377,119180808,119180855 TMEM39A SE 3f TMEM39A rMATS_15067
TMEM39A,chr3,-,119176864,119177100,119171293,119171377,119180808,119182529 TMEM39A SE 3e TMEM39A rMATS_15068
TMEM39A,chr3,-,119176864,119177739,119170677,119171377,119180808,119182516 TMEM39A SE 3c TMEM39A rMATS_15069
TMEM39A,chr3,-,119176864,119180540,119171293,119171377,119180808,119180995 TMEM39A SE 3b TMEM39A rMATS_15070
TMEM39A,chr3,-,119176864,119180543,119170055,119171377,119180808,119180855 TMEM39A SE 3a TMEM39A rMATS_15071
TMEM39A,chr3,-,119176864,119180689,119171293,119171377,119180808,119180995 TMEM39A SE 3 TMEM39A rMATS_15072
TMEM39A,chr3,-,119176864,119180995,119176864,119177031,119180808,119180995 TMEM39A RI 3-2 TMEM39A rMATS_15073
TMEM41A,chr3,-,185212410,185212549,185194271,185209545,185214615,185214769 TMEM41A SE 6 TMEM41A rMATS_15074
TMEM50A,chr1,+,25669451,25669564,25666964,25667070,25678116,25678184 TMEM50A SE 3 TMEM50A rMATS_15075
TMEM50B,chr21,-,34828310,34828404,34828033,34828091,34832719,34832812 TMEM50B SE 6 TMEM50B rMATS_15076
TMEM55A,chr8,-,92032384,92032491,92032384,92032422,92033483,92033632 TMEM55A A3SS 3b TMEM55A rMATS_15077
TMEM55A,chr8,-,92032384,92032718,92032384,92032422,92033483,92033632 TMEM55A A3SS 3a TMEM55A rMATS_15078
TMEM55A,chr8,-,92032384,92033325,92032384,92032422,92033483,92033632 TMEM55A A3SS 3 TMEM55A rMATS_15079
TMEM55A,chr8,-,92032384,92033632,92032384,92032422,92033483,92033632 TMEM55A RI 3-2 TMEM55A rMATS_15080
TMEM57,chr1,+,25759381,25774993,25759381,25773394,25774795,25774993 TMEM57 RI 2-U TMEM57 rMATS_15081
TMEM57,chr1,+,25773252,25780873,25773252,25773394,25780749,25780873 TMEM57 RI 2-4 TMEM57 rMATS_15082
TMEM57,chr1,+,25774365,25775425,25773252,25773394,25780749,25780873 TMEM57 SE 3 TMEM57 rMATS_15083
TMEM57,chr1,+,25774795,25775425,25758788,25773394,25780749,25780873 TMEM57 SE 3a TMEM57 rMATS_15084
TMEM57,chr1,+,25774809,25775425,25773252,25773394,25780749,25780873 TMEM57 SE 3b TMEM57 rMATS_15085
TMEM57,chr1,+,25775298,25775425,25758599,25773394,25780749,25780873 TMEM57 SE 3c TMEM57 rMATS_15086
TMEM57,chr1,+,25780749,25783322,25780749,25780873,25783185,25783322 TMEM57 RI 4-5 TMEM57 rMATS_15087
TMEM57,chr1,+,25780995,25783322,25780749,25780873,25784881,25785383 TMEM57 SE 5 TMEM57 rMATS_15088
TMEM57,chr1,+,25782251,25783322,25780749,25780873,25784881,25784935 TMEM57 SE 5b TMEM57 rMATS_15089
TMEM57,chr1,+,25782437,25783322,25780749,25780873,25784881,25785383 TMEM57 SE 5c TMEM57 rMATS_15090
TMEM57,chr1,+,25782452,25783322,25780749,25780873,25784881,25785383 TMEM57 SE 5d TMEM57 rMATS_15091
TMEM57,chr1,+,25782803,25783322,25780749,25780873,25784881,25785383 TMEM57 SE 5e TMEM57 rMATS_15092
TMEM57,chr1,+,25782825,25783322,25780749,25780873,25784881,25785383 TMEM57 SE 5f TMEM57 rMATS_15093
TMEM57,chr1,+,25783009,25783322,25780749,25780873,25784881,25785383 TMEM57 SE 5i TMEM57 rMATS_15094
TMEM57,chr1,+,25783063,25783322,25780749,25780873,25784881,25785383 TMEM57 SE 5aj TMEM57 rMATS_15095
TMEM57,chr1,+,25783143,25783322,25773252,25780873,25784881,25785383 TMEM57 SE 5h TMEM57 rMATS_15096
TMEM57,chr1,+,25783143,25783322,25783185,25783322,25780749,25780873 TMEM57 A3SS 5 TMEM57 rMATS_15097
TMEM57,chr1,+,25783185,25783322,25780749,25780873,25784881,25785383 TMEM57 SE 5g TMEM57 rMATS_15098
TMEM57,chr1,+,25783280,25783322,25780749,25780873,25784881,25785383 TMEM57 SE 5a TMEM57 rMATS_15099
TMEM57,chr1,+,25815663,25818075,25815663,25815784,25817952,25818075 TMEM57 RI 9-10 TMEM57 rMATS_15100
TMEM57,chr1,+,25817836,25818075,25817952,25818075,25815329,25815784 TMEM57 A3SS 10 TMEM57 rMATS_15101
TMEM57,chr1,+,25817874,25818075,25817952,25818075,25815329,25815784 TMEM57 A3SS 10a TMEM57 rMATS_15102
TMEM59,chr1,-,54497354,54506513,54497354,54506510,54507396,54507478 TMEM59 A3SS 7 TMEM59 rMATS_15103
TMEM59,chr1,-,54511364,54519111,54511364,54511459,54518672,54519111 TMEM59 RI 4-1 TMEM59 rMATS_15104
TMEM59,chr1,-,54518672,54519111,54519028,54519111,54511364,54513045 TMEM59 A5SS 1 TMEM59 rMATS_15105
TMEM62,chr15,+,43426454,43426566,43425615,43426180,43427709,43427847 TMEM62 SE 2 TMEM62 rMATS_15106
TMEM62,chr15,+,43441226,43441349,43440526,43441077,43443987,43444143 TMEM62 SE 7 TMEM62 rMATS_15107
TMEM62,chr15,+,43445207,43447029,43443987,43444143,43452878,43452992 TMEM62 SE 9 TMEM62 rMATS_15108
TMEM62,chr15,+,43446045,43447029,43443987,43444143,43452878,43452992 TMEM62 SE 9a TMEM62 rMATS_15109
TMEM62,chr15,+,43446105,43447029,43443987,43444143,43452878,43452992 TMEM62 SE 9b TMEM62 rMATS_15110
TMEM62,chr15,+,43446869,43447029,43443987,43444143,43452878,43452992 TMEM62 SE 9d TMEM62 rMATS_15111
TMEM62,chr15,+,43446910,43447029,43443987,43444143,43452878,43452992 TMEM62 SE 9c TMEM62 rMATS_15112
TMEM63A,chr1,-,226034734,226036315,226034734,226036255,226036597,226036713 TMEM63A A3SS 23 TMEM63A rMATS_15113
TMEM63A,chr1,-,226044610,226044717,226040364,226041492,226046895,226047049 TMEM63A SE 16 TMEM63A rMATS_15114
TMEM63A,chr1,-,226047553,226048697,226048559,226048697,226046895,226047049 TMEM63A A5SS U1 TMEM63A rMATS_15115
TMEM63A,chr1,-,226048559,226048697,226046895,226047049,226049917,226050051 TMEM63A SE 14 TMEM63A rMATS_15116
TMEM69,chr1,+,46156645,46156782,46152664,46153947,46158875,46159114 TMEM69 SE 2a TMEM69 rMATS_15117
TMEM69,chr1,+,46156677,46156782,46153846,46153947,46158875,46159117 TMEM69 SE 2 TMEM69 rMATS_15118
TMEM71,chr8,-,133740043,133740229,133734285,133734361,133759187,133759303 TMEM71 SE 6a TMEM71 rMATS_15119
TMEM71,chr8,-,133740043,133740232,133734278,133734361,133759187,133759303 TMEM71 SE 6b TMEM71 rMATS_15120
TMEM71,chr8,-,133740043,133740454,133734285,133734361,133759187,133759360 TMEM71 SE 6 TMEM71 rMATS_15121
TMEM71,chr8,-,133759187,133759360,133759187,133759303,133764030,133764243 TMEM71 A3SS 5 TMEM71 rMATS_15122
TMEM87A,chr15,-,42564260,42564321,42560144,42560230,42565452,42565618 TMEM87A SE 3 TMEM87A rMATS_15123
TMEM87B,chr2,+,112838911,112839095,112838633,112838695,112843581,112843681 TMEM87B SE 8 TMEM87B rMATS_15124
TMEM87B,chr2,+,112854631,112854729,112847201,112847295,112854809,112854868 TMEM87B SE 12 TMEM87B rMATS_15125
TMEM9B,chr11,-,8974536,8974884,8968747,8970022,8977736,8977845 TMEM9B SE 5 TMEM9B rMATS_15126
TMEM9B,chr11,-,8974749,8974884,8968747,8970022,8977736,8977845 TMEM9B SE 5a TMEM9B rMATS_15127
TMEM9B,chr11,-,8983638,8983730,8977736,8977845,8985755,8986320 TMEM9B SE 3 TMEM9B rMATS_15128
TMF1,chr3,-,69075146,69075222,69074710,69074863,69077050,69077143 TMF1 SE 14 TMF1 rMATS_15129
TMF1,chr3,-,69084173,69087871,69084173,69084266,69087714,69087871 TMF1 RI 9-8 TMF1 rMATS_15130
TMF1,chr3,-,69084708,69087871,69084173,69084266,69087993,69088160 TMF1 SE 8 TMF1 rMATS_15131
TMF1,chr3,-,69087714,69087869,69084173,69084266,69087993,69088160 TMF1 SE 8a TMF1 rMATS_15132
TMF1,chr3,-,69092900,69097713,69092900,69093746,69096508,69097713 TMF1 RI 4-2 TMF1 rMATS_15133
TMOD3,chr15,+,52155007,52161570,52155007,52155207,52161432,52161570 TMOD3 RI 4-5 TMOD3 rMATS_15134
TMOD3,chr15,+,52198626,52198713,52194088,52194233,52200972,52201059 TMOD3 SE U1 TMOD3 rMATS_15135
TMOD3,chr15,+,52198673,52198713,52194088,52194233,52200972,52201059 TMOD3 SE U2 TMOD3 rMATS_15136
TMOD3,chr15,+,52200972,52203349,52200972,52201059,52203236,52203349 TMOD3 RI 16-17 TMOD3 rMATS_15137
TMPO,chr12,+,98926600,98926696,98925457,98925616,98931252,98931350 TMPO SE 4 TMPO rMATS_15138
TMPO,chr12,+,98926600,98931350,98926600,98926696,98931252,98931350 TMPO RI 4-5 TMPO rMATS_15139
TMPO,chr12,+,98938007,98938127,98931252,98931350,98938219,98938315 TMPO SE 6 TMPO rMATS_15140
TMPO,chr12,+,98938007,98938127,98931252,98931350,98938728,98938839 TMPO SE 6_v1 TMPO rMATS_15141
TMPO,chr12,+,98938007,98938127,98931252,98931350,98940136,98940225 TMPO SE 6_v2 TMPO rMATS_15142
TMPO,chr12,+,98938219,98938315,98931252,98931350,98938728,98938839 TMPO SE 7 TMPO rMATS_15143
TMPO,chr12,+,98938728,98938839,98926600,98931350,98940136,98940225 TMPO SE 8 TMPO rMATS_15144
TMUB2,chr17,+,42264353,42265377,42264353,42264799,42265043,42265377 TMUB2 RI 1-3 TMUB2 rMATS_15145
TMUB2,chr17,+,42264984,42265111,42265043,42265111,42264353,42264477 TMUB2 A3SS 2 TMUB2 rMATS_15146
TMUB2,chr17,+,42265274,42265377,42264280,42265111,42266302,42266445 TMUB2 SE 3 TMUB2 rMATS_15147
TMUB2,chr17,+,42265274,42265377,42264280,42265111,42266389,42266445 TMUB2 SE 3_v1 TMUB2 rMATS_15148
TMUB2,chr17,+,42265274,42265377,42264339,42264477,42266389,42266445 TMUB2 SE 3_v2 TMUB2 rMATS_15149
TMX2-CTNND1.C11orf31,chr11,+,57509588,57509719,57508500,57509426,57510334,57510456 TMX2-CTNND1.C11orf31 SE U1 TMX2-CTNND1.C11orf31 rMATS_15150
TMX2-CTNND1.CTNND1,chr11,+,57561481,57561553,57529233,57529518,57563048,57563201 CTNND1 SE 6 CTNND1 rMATS_15151
TMX2-CTNND1.CTNND1,chr11,+,57561481,57561553,57546600,57559145,57563048,57563201 CTNND1 SE 6_v1 CTNND1 rMATS_15152
TMX2-CTNND1.TMX2,chr11,+,57505307,57505498,57505079,57505140,57505825,57505902 TMX2 SE 3a TMX2 rMATS_15153
TMX2.TMX2-CTNND1,chr11,+,57505079,57505498,57505079,57505140,57505384,57505498 CTNND1,TMX2 RI 1-3,2-3 CTNND1,TMX2 rMATS_15154
TMX2.TMX2-CTNND1,chr11,+,57505079,57505902,57505079,57505140,57505825,57505902 CTNND1,TMX2 RI 1-4,2-4 CTNND1,TMX2 rMATS_15155
TMX3,chr18,-,66348529,66348782,66348709,66348782,66348217,66348347 TMX3 A5SS U1 TMX3 rMATS_15156
TMX3,chr18,-,66367641,66368904,66365168,66365268,66368981,66369027 TMX3 SE 6 TMX3 rMATS_15157
TMX4,chr20,-,7982142,7998888,7982142,7990962,8000084,8000184 TMX4 A3SS 2 TMX4 rMATS_15158
TMX4,chr20,-,7982142,8000184,7982142,7990962,8000084,8000184 TMX4 RI 3-1 TMX4 rMATS_15159
TNFAIP3,chr6,+,138188324,138188655,138188324,138188631,138192349,138192659 TNFAIP3 A5SS 1 TNFAIP3 rMATS_15160
TNFAIP3,chr6,+,138188324,138192659,138188324,138188631,138192349,138192659 TNFAIP3 RI 1-3 TNFAIP3 rMATS_15161
TNFAIP3,chr6,+,138188327,138196972,138188327,138196172,138196870,138196972 TNFAIP3 RI 1-5 TNFAIP3 rMATS_15162
TNFAIP8,chr5,+,118630965,118691816,118630965,118669326,118728510,118730299 TNFAIP8 A5SS 2,3,4 TNFAIP8 rMATS_15163
TNFAIP8L2-SCNM1,chr1,+,151136406,151138679,151129127,151129198,151138946,151139017 LYSMD1,SCNM1 SE 1 LYSMD1,SCNM1 rMATS_15164
TNFAIP8L2-SCNM1,chr1,+,151136406,151138679,151136406,151136512,151138946,151139017 LYSMD1,SCNM1 A5SS 1 LYSMD1,SCNM1 rMATS_15165
TNFAIP8L2-SCNM1.SCNM1,chr1,+,151140619,151140814,151140669,151140814,151139801,151139890 SCNM1 A3SS 6 SCNM1 rMATS_15166
TNFRSF14,chr1,+,2492062,2493254,2492062,2493163,2494303,2494335 TNFRSF14 A5SS 7 TNFRSF14 rMATS_15167
TNFRSF14,chr1,+,2492932,2493254,2492932,2493111,2493215,2493254 TNFRSF14 RI 7-7 TNFRSF14 rMATS_15168
TNFRSF14,chr1,+,2494303,2494855,2494303,2494335,2494586,2494855 TNFRSF14 RI 8-9 TNFRSF14 rMATS_15169
TNFRSF1A,chr12,-,6443256,6443410,6442902,6443031,6450941,6451154 TNFRSF1A SE 3a TNFRSF1A rMATS_15170
TNFRSF1A,chr12,-,6443256,6444276,6442902,6443031,6450941,6451131 TNFRSF1A SE 3 TNFRSF1A rMATS_15171
TNFSF13B,chr13,+,108939150,108939207,108918443,108922772,108955600,108955713 TNFSF13B SE 3 TNFSF13B rMATS_15172
